title,id,coordinates,source_system_url,image_url,iiif_url
NOB kurzer Güterzug am Nordende Bahnhof Zug mit 3 Bahnangestellten,BibZug_TD_23_00002,"47.18604132321729, 8.517235125628236",https://n2t.net/ark:/63274/bz1b161,https://zentralgut.ch/content/BibZug_TD_23_00002/800/0/TD_23_00002.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00002/pages/1/manifest
Karl Muther Junior auf einer Parkbank mit Zigarette,BibZug_TD_23_00003,,https://n2t.net/ark:/63274/bz16b3t,https://zentralgut.ch/content/BibZug_TD_23_00003/800/0/TD_23_00003.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00003/pages/1/manifest
Prozession mit Soldaten,BibZug_TD_23_00009,,https://n2t.net/ark:/63274/bz1dt88,https://zentralgut.ch/content/BibZug_TD_23_00009/800/0/TD_23_00009.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00009/pages/1/manifest
Prozession mit Soldaten,BibZug_TD_23_00010,,https://n2t.net/ark:/63274/bz19173,https://zentralgut.ch/content/BibZug_TD_23_00010/800/0/TD_23_00010.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00010/pages/1/manifest
Ruelle des Maçons in Fribourg,BibZug_TD_23_00011,,https://n2t.net/ark:/63274/bz15b22,https://zentralgut.ch/content/BibZug_TD_23_00011/800/0/TD_23_00011.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00011/pages/1/manifest
Eingang des Hotel Continental,BibZug_TD_23_00012,,https://n2t.net/ark:/63274/bz11j04,https://zentralgut.ch/content/BibZug_TD_23_00012/800/0/TD_23_00012.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00012/pages/1/manifest
Bau eines Torbogens; Standort unbekannt,BibZug_TD_23_00018,,https://n2t.net/ark:/63274/bz18452,https://zentralgut.ch/content/BibZug_TD_23_00018/800/0/TD_23_00018.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00018/pages/1/manifest
Bergsteiger auf einem Gipfel,BibZug_TD_23_00080,,https://n2t.net/ark:/63274/bz1wj15,https://zentralgut.ch/content/BibZug_TD_23_00080/800/0/TD_23_00080.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00080/pages/1/manifest
Eine Familie vor einem leicht verschneiten Berghang,BibZug_TD_23_00081,,https://n2t.net/ark:/63274/bz1rt79,https://zentralgut.ch/content/BibZug_TD_23_00081/800/0/TD_23_00081.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00081/pages/1/manifest
Ein Paar mit Wanderausrüstung,BibZug_TD_23_00082,,https://n2t.net/ark:/63274/bz1n164,https://zentralgut.ch/content/BibZug_TD_23_00082/800/0/TD_23_00082.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00082/pages/1/manifest
Personen vor mehreren Hütten,BibZug_TD_23_00084,,https://n2t.net/ark:/63274/bz1cj10,https://zentralgut.ch/content/BibZug_TD_23_00084/800/0/TD_23_00084.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00084/pages/1/manifest
Ausblick über einen Gletscher,BibZug_TD_23_00085,,https://n2t.net/ark:/63274/bz17t8j,https://zentralgut.ch/content/BibZug_TD_23_00085/800/0/TD_23_00085.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00085/pages/1/manifest
Verschneiter Berggipfel,BibZug_TD_23_00117,,https://n2t.net/ark:/63274/bz1cf3p,https://zentralgut.ch/content/BibZug_TD_23_00117/800/0/TD_23_00117.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00117/pages/1/manifest
Bergflanke nach einer Lawine,BibZug_TD_23_00087,,https://n2t.net/ark:/63274/bz10b3r,https://zentralgut.ch/content/BibZug_TD_23_00087/800/0/TD_23_00087.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00087/pages/1/manifest
Zwei Bergsteiger vor einem markanten Berggipfel,BibZug_TD_23_00171,,https://n2t.net/ark:/63274/bz1nj1r,https://zentralgut.ch/content/BibZug_TD_23_00171/800/0/TD_23_00171.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00171/pages/1/manifest
Ein verschneiter Berghang,BibZug_TD_23_00172,,https://n2t.net/ark:/63274/bz1ht89,https://zentralgut.ch/content/BibZug_TD_23_00172/800/0/TD_23_00172.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00172/pages/1/manifest
Personen vor einem Karussell,BibZug_TD_23_00190,,https://n2t.net/ark:/63274/bz16b47,https://zentralgut.ch/content/BibZug_TD_23_00190/800/0/TD_23_00190.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00190/pages/1/manifest
Eine grosse Gruppe Bergsteiger,BibZug_TD_23_00180,,https://n2t.net/ark:/63274/bz1gt8z,https://zentralgut.ch/content/BibZug_TD_23_00180/800/0/TD_23_00180.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00180/pages/1/manifest
Eine Gruppe Mädchen,BibZug_TD_23_00181,,https://n2t.net/ark:/63274/bz1c46h,https://zentralgut.ch/content/BibZug_TD_23_00181/800/0/TD_23_00181.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00181/pages/1/manifest
Zwei junge Damen in Trachten,BibZug_TD_23_00182,,https://n2t.net/ark:/63274/bz17b2r,https://zentralgut.ch/content/BibZug_TD_23_00182/800/0/TD_23_00182.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00182/pages/1/manifest
Fassade eines Geschäfts in Fribourg,BibZug_TD_23_00017,"46.80396199936204, 7.166618477928988",https://n2t.net/ark:/63274/bz1ct8x,https://zentralgut.ch/content/BibZug_TD_23_00017/800/0/TD_23_00017.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00017/pages/1/manifest
"Bau eines Torbogens, Standort Unbekannt",BibZug_TD_23_00013,,https://n2t.net/ark:/63274/bz1wt83,https://zentralgut.ch/content/BibZug_TD_23_00013/800/0/TD_23_00013.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00013/pages/1/manifest
"Fribourg, Place des Ormeaux",BibZug_TD_23_00019,,https://n2t.net/ark:/63274/bz14b2q,https://zentralgut.ch/content/BibZug_TD_23_00019/800/0/TD_23_00019.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00019/pages/1/manifest
Vermutlich Postgebäude (Telegrafenturm auf dem Dach) im Winter; Ort unbekannt,BibZug_TD_23_00021,,https://n2t.net/ark:/63274/bz10n1b,https://zentralgut.ch/content/BibZug_TD_23_00021/800/0/TD_23_00021.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00021/pages/1/manifest
Die Aamühle in Zug,BibZug_TD_23_00029,,https://n2t.net/ark:/63274/bz17449,https://zentralgut.ch/content/BibZug_TD_23_00029/800/0/TD_23_00029.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00029/pages/1/manifest
Ausblick über einen Gletscher,BibZug_TD_23_00086,,https://n2t.net/ark:/63274/bz1415j,https://zentralgut.ch/content/BibZug_TD_23_00086/800/0/TD_23_00086.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00086/pages/1/manifest
Ausblick über einen Gletscher,BibZug_TD_23_00096,,https://n2t.net/ark:/63274/bz1zb3d,https://zentralgut.ch/content/BibZug_TD_23_00096/800/0/TD_23_00096.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00096/pages/1/manifest
Geschmücktes Stadthaus,BibZug_TD_23_00015,,https://n2t.net/ark:/63274/bz14f38,https://zentralgut.ch/content/BibZug_TD_23_00015/800/0/TD_23_00015.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00015/pages/1/manifest
Chamerstrasse in Zug,BibZug_TD_23_00038,"47.171170180282736, 8.512752006991606",https://n2t.net/ark:/63274/bz12f3k,https://zentralgut.ch/content/BibZug_TD_23_00038/800/0/TD_23_00038.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00038/pages/1/manifest
Mehrere grosse Häuser,BibZug_TD_23_00039,,https://n2t.net/ark:/63274/bz1xn07,https://zentralgut.ch/content/BibZug_TD_23_00039/800/0/TD_23_00039.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00039/pages/1/manifest
Eine Gruppe Schulmädchen,BibZug_TD_23_00055,,https://n2t.net/ark:/63274/bz10f2g,https://zentralgut.ch/content/BibZug_TD_23_00055/800/0/TD_23_00055.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00055/pages/1/manifest
Dorfansicht von Unterägeri,BibZug_TD_23_00058,,https://n2t.net/ark:/63274/bz1m747,https://zentralgut.ch/content/BibZug_TD_23_00058/800/0/TD_23_00058.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00058/pages/1/manifest
Bergtour des S.A.C.,BibZug_TD_23_00064,,https://n2t.net/ark:/63274/bz1zf24,https://zentralgut.ch/content/BibZug_TD_23_00064/800/0/TD_23_00064.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00064/pages/1/manifest
Bergtour des S.A.C.,BibZug_TD_23_00065,,https://n2t.net/ark:/63274/bz1tq88,https://zentralgut.ch/content/BibZug_TD_23_00065/800/0/TD_23_00065.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00065/pages/1/manifest
Bergtour des S.A.C.,BibZug_TD_23_00066,,https://n2t.net/ark:/63274/bz1q16t,https://zentralgut.ch/content/BibZug_TD_23_00066/800/0/TD_23_00066.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00066/pages/1/manifest
Bergtour des S.A.C.,BibZug_TD_23_00067,,https://n2t.net/ark:/63274/bz1k74w,https://zentralgut.ch/content/BibZug_TD_23_00067/800/0/TD_23_00067.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00067/pages/1/manifest
Bergtour des S.A.C.,BibZug_TD_23_00068,,https://n2t.net/ark:/63274/bz1fj1p,https://zentralgut.ch/content/BibZug_TD_23_00068/800/0/TD_23_00068.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00068/pages/1/manifest
Bergtour des S.A.C.,BibZug_TD_23_00069,,https://n2t.net/ark:/63274/bz19q9h,https://zentralgut.ch/content/BibZug_TD_23_00069/800/0/TD_23_00069.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00069/pages/1/manifest
Ausblick über einen Gletscher,BibZug_TD_23_00093,,https://n2t.net/ark:/63274/bz1bj22,https://zentralgut.ch/content/BibZug_TD_23_00093/800/0/TD_23_00093.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00093/pages/1/manifest
Portraitreihe,BibZug_TD_23_03662,,https://n2t.net/ark:/63274/bz1bj4w,https://zentralgut.ch/content/BibZug_TD_23_03662/800/0/TD_23_03662.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_03662/pages/1/manifest
Spielende Kinder vor ein paar Häusern,BibZug_TD_23_02597,,https://n2t.net/ark:/63274/bz1r17k,https://zentralgut.ch/content/BibZug_TD_23_02597/800/0/TD_23_02597.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_02597/pages/1/manifest
Villa Seeblick,BibZug_TD_23_02548,"47.16136672113505, 8.513045174201151",https://n2t.net/ark:/63274/bz1s18b,https://zentralgut.ch/content/BibZug_TD_23_02548/800/0/TD_23_02548.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_02548/pages/1/manifest
Zwei Bergsteiger vor Hütten,BibZug_TD_23_01760,,https://n2t.net/ark:/63274/bz11v0j,https://zentralgut.ch/content/BibZug_TD_23_01760/800/0/TD_23_01760.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_01760/pages/1/manifest
Eine Gruppe Personen vor einer Scheune im Hügel,BibZug_TD_23_01761,,https://n2t.net/ark:/63274/bz1x18q,https://zentralgut.ch/content/BibZug_TD_23_01761/800/0/TD_23_01761.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_01761/pages/1/manifest
Zwei Bergsteiger im Hang,BibZug_TD_23_01769,"46.4859263228, 9.83364326664",https://n2t.net/ark:/63274/bz1sb5h,https://zentralgut.ch/content/BibZug_TD_23_01769/800/0/TD_23_01769.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_01769/pages/1/manifest
Portrait einer jungen Dame,BibZug_TD_23_01492,,https://n2t.net/ark:/63274/bz1z76h,https://zentralgut.ch/content/BibZug_TD_23_01492/800/0/TD_23_01492.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_01492/pages/1/manifest
Portrait eines jungen Mannes,BibZug_TD_23_01499,,https://n2t.net/ark:/63274/bz1tf2r,https://zentralgut.ch/content/BibZug_TD_23_01499/800/0/TD_23_01499.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_01499/pages/1/manifest
Ein Portrait eines jungen Mannes,BibZug_TD_23_01578,,https://n2t.net/ark:/63274/bz11x91,https://zentralgut.ch/content/BibZug_TD_23_01578/800/0/TD_23_01578.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_01578/pages/1/manifest
Ausblick über einen Gletscher,BibZug_TD_23_00094,,https://n2t.net/ark:/63274/bz16t86,https://zentralgut.ch/content/BibZug_TD_23_00094/800/0/TD_23_00094.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00094/pages/1/manifest
Bergtour des S.A.C.,BibZug_TD_23_00070,,https://n2t.net/ark:/63274/bz1616n,https://zentralgut.ch/content/BibZug_TD_23_00070/800/0/TD_23_00070.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00070/pages/1/manifest
Bergsteiger auf einem verschneiten Bergspitz,BibZug_TD_23_00088,,https://n2t.net/ark:/63274/bz1vj1t,https://zentralgut.ch/content/BibZug_TD_23_00088/800/0/TD_23_00088.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00088/pages/1/manifest
Eine Familienportrait,BibZug_TD_23_00632,,https://n2t.net/ark:/63274/bz1247t,https://zentralgut.ch/content/BibZug_TD_23_00632/800/0/TD_23_00632.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00632/pages/1/manifest
Portrait von Irma Muther,BibZug_TD_23_02860,,https://n2t.net/ark:/63274/bz1xn3g,https://zentralgut.ch/content/BibZug_TD_23_02860/800/0/TD_23_02860.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_02860/pages/1/manifest
Zwei Mädchen auf einem Schlitten,BibZug_TD_23_01675,,https://n2t.net/ark:/63274/bz1tb68,https://zentralgut.ch/content/BibZug_TD_23_01675/800/0/TD_23_01675.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_01675/pages/1/manifest
Verschneiter Berggipfel,BibZug_TD_23_00099,,https://n2t.net/ark:/63274/bz1k455,https://zentralgut.ch/content/BibZug_TD_23_00099/800/0/TD_23_00099.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00099/pages/1/manifest
Ein junger Soldat in Uniform,BibZug_TD_23_01503,,https://n2t.net/ark:/63274/bz1pr2s,https://zentralgut.ch/content/BibZug_TD_23_01503/800/0/TD_23_01503.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_01503/pages/1/manifest
Ein rauchender Student,BibZug_TD_23_01528,,https://n2t.net/ark:/63274/bz15r2m,https://zentralgut.ch/content/BibZug_TD_23_01528/800/0/TD_23_01528.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_01528/pages/1/manifest
Das Schnetztor,BibZug_TD_23_02055,"47.6587169526, 9.17097352869",https://n2t.net/ark:/63274/bz1s472,https://zentralgut.ch/content/BibZug_TD_23_02055/800/0/TD_23_02055.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_02055/pages/1/manifest
Das Schnetztor in Konstanz,BibZug_TD_23_02056,"47.6587169526, 9.17097352869",https://n2t.net/ark:/63274/bz1nf4v,https://zentralgut.ch/content/BibZug_TD_23_02056/800/0/TD_23_02056.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_02056/pages/1/manifest
Das Schnetztor der historischen Stadtmauer in Konstanz,BibZug_TD_23_02057,"47.6587169526, 9.17097352869",https://n2t.net/ark:/63274/bz1hr07,https://zentralgut.ch/content/BibZug_TD_23_02057/800/0/TD_23_02057.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_02057/pages/1/manifest
Eine Gruppe des S.A.C.,BibZug_TD_23_03210,"46.7744589937, 8.26801519264",https://n2t.net/ark:/63274/bz1hf4g,https://zentralgut.ch/content/BibZug_TD_23_03210/800/0/TD_23_03210.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_03210/pages/1/manifest
Portrait von drei Personen,BibZug_TD_23_03211,"46.7744589937, 8.26801519264",https://n2t.net/ark:/63274/bz1cn14,https://zentralgut.ch/content/BibZug_TD_23_03211/800/0/TD_23_03211.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_03211/pages/1/manifest
Eine Gruppe Wanderer,BibZug_TD_23_03215,"46.7744589937, 8.26801519264",https://n2t.net/ark:/63274/bz17x8p,https://zentralgut.ch/content/BibZug_TD_23_03215/800/0/TD_23_03215.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_03215/pages/1/manifest
Blick über ein Tal,BibZug_TD_23_03350,,https://n2t.net/ark:/63274/bz1gf5j,https://zentralgut.ch/content/BibZug_TD_23_03350/800/0/TD_23_03350.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_03350/pages/1/manifest
Portrait von einem älteren Paar,BibZug_TD_23_03371,,https://n2t.net/ark:/63274/bz16x9r,https://zentralgut.ch/content/BibZug_TD_23_03371/800/0/TD_23_03371.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_03371/pages/1/manifest
Selbstportrait von Weber-Strebel,BibZug_TD_23_03379,,https://n2t.net/ark:/63274/bz15x80,https://zentralgut.ch/content/BibZug_TD_23_03379/800/0/TD_23_03379.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_03379/pages/1/manifest
Mehrere Mädchen mit Schlitten,BibZug_TD_23_03378,,https://n2t.net/ark:/63274/bz19r1k,https://zentralgut.ch/content/BibZug_TD_23_03378/800/0/TD_23_03378.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_03378/pages/1/manifest
Mehrere Mädchen mit Schlitten,BibZug_TD_23_03377,,https://n2t.net/ark:/63274/bz1ff3c,https://zentralgut.ch/content/BibZug_TD_23_03377/800/0/TD_23_03377.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_03377/pages/1/manifest
Aufbau von Heiligenbilder,BibZug_TD_23_03374,,https://n2t.net/ark:/63274/bz1tn21,https://zentralgut.ch/content/BibZug_TD_23_03374/800/0/TD_23_03374.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_03374/pages/1/manifest
Heiligenbilder,BibZug_TD_23_03373,,https://n2t.net/ark:/63274/bz1zf4z,https://zentralgut.ch/content/BibZug_TD_23_03373/800/0/TD_23_03373.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_03373/pages/1/manifest
Portrait von drei jungen Personen,BibZug_TD_23_03372,,https://n2t.net/ark:/63274/bz13475,https://zentralgut.ch/content/BibZug_TD_23_03372/800/0/TD_23_03372.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_03372/pages/1/manifest
Drei Bergsteiger in einem Felshang,BibZug_TD_23_00175,,https://n2t.net/ark:/63274/bz14j20,https://zentralgut.ch/content/BibZug_TD_23_00175/800/0/TD_23_00175.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00175/pages/1/manifest
Ein einzelner Bergsteiger,BibZug_TD_23_00176,,https://n2t.net/ark:/63274/bz10t84,https://zentralgut.ch/content/BibZug_TD_23_00176/800/0/TD_23_00176.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00176/pages/1/manifest
Joseph Maria Weber-Strebel vor einem Berggipfel,BibZug_TD_23_00177,,https://n2t.net/ark:/63274/bz1w46p,https://zentralgut.ch/content/BibZug_TD_23_00177/800/0/TD_23_00177.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00177/pages/1/manifest
"Ein Bergsteige vor einem Gletscher, Ort unbekannt",BibZug_TD_23_00178,,https://n2t.net/ark:/63274/bz1rb3b,https://zentralgut.ch/content/BibZug_TD_23_00178/800/0/TD_23_00178.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00178/pages/1/manifest
Eine grosse Gruppe Bergsteiger,BibZug_TD_23_00179,,https://n2t.net/ark:/63274/bz1mn1j,https://zentralgut.ch/content/BibZug_TD_23_00179/800/0/TD_23_00179.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00179/pages/1/manifest
Das Seebecken vor der Katastrophenbucht,BibZug_TD_23_00232,"47.1698058356, 8.51394152121",https://n2t.net/ark:/63274/bz16743,https://zentralgut.ch/content/BibZug_TD_23_00232/800/0/TD_23_00232.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00232/pages/1/manifest
Bildnis des Hans Landwing,BibZug_TD_23_00246,,https://n2t.net/ark:/63274/bz1cr0v,https://zentralgut.ch/content/BibZug_TD_23_00246/800/0/TD_23_00246.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00246/pages/1/manifest
Religiöses Gemälde in der St. Michaels Kirche,BibZug_TD_23_00251,"47.16292460440623, 8.517561557988815",https://n2t.net/ark:/63274/bz1r165,https://zentralgut.ch/content/BibZug_TD_23_00251/800/0/TD_23_00251.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00251/pages/1/manifest
Gemälde von Jesus im Garten Gethsemane in der Kirche St. Michael,BibZug_TD_23_00252,"47.162930075433515, 8.517537418060986",https://n2t.net/ark:/63274/bz1mb3z,https://zentralgut.ch/content/BibZug_TD_23_00252/800/0/TD_23_00252.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00252/pages/1/manifest
Gedenkstein zur Zuger Vorstadtkatastrophe von 1887,BibZug_TD_23_00253,"47.17045420000161, 8.513369047774141",https://n2t.net/ark:/63274/bz1gj0m,https://zentralgut.ch/content/BibZug_TD_23_00253/800/0/TD_23_00253.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00253/pages/1/manifest
Zwei Grabsteine,BibZug_TD_23_02041,,https://n2t.net/ark:/63274/bz1xx90,https://zentralgut.ch/content/BibZug_TD_23_02041/800/0/TD_23_02041.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_02041/pages/1/manifest
Eine junge Frau mit einem Hund,BibZug_TD_23_02040,,https://n2t.net/ark:/63274/bz12n11,https://zentralgut.ch/content/BibZug_TD_23_02040/800/0/TD_23_02040.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_02040/pages/1/manifest
Bauarbeiten an einem grösserem städtischen Haus,BibZug_TD_23_01709,"48.139963902719444, 11.573764763519996",https://n2t.net/ark:/63274/bz1w48h,https://zentralgut.ch/content/BibZug_TD_23_01709/800/0/TD_23_01709.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_01709/pages/1/manifest
"Ein grösseres Stadthaus mit Ornamenten an der Fassade, Ort unbekannt",BibZug_TD_23_01701,"48.139963902719444, 11.573764763519996",https://n2t.net/ark:/63274/bz1d478,https://zentralgut.ch/content/BibZug_TD_23_01701/800/0/TD_23_01701.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_01701/pages/1/manifest
"Ein grösseres städtisches Haus mit Ornamenten an der Fassade, Ort unbekannt",BibZug_TD_23_01703,"48.139963902719444, 11.573764763519996",https://n2t.net/ark:/63274/bz18b4x,https://zentralgut.ch/content/BibZug_TD_23_01703/800/0/TD_23_01703.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_01703/pages/1/manifest
"Ein grösseres städtisches Haus mit Zeiturm, Ort unbekannt",BibZug_TD_23_01704,"48.139963902719444, 11.573764763519996",https://n2t.net/ark:/63274/bz14n24,https://zentralgut.ch/content/BibZug_TD_23_01704/800/0/TD_23_01704.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_01704/pages/1/manifest
Fraunhofer Apotheke in München,BibZug_TD_23_01705,"48.1285358227, 11.5751872644",https://n2t.net/ark:/63274/bz1f17g,https://zentralgut.ch/content/BibZug_TD_23_01705/800/0/TD_23_01705.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_01705/pages/1/manifest
Geschäftshaus mit Ornamenten an der Fassade; München,BibZug_TD_23_01708,"48.139963902719444, 11.573764763519996",https://n2t.net/ark:/63274/bz10t9j,https://zentralgut.ch/content/BibZug_TD_23_01708/800/0/TD_23_01708.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_01708/pages/1/manifest
Vermutlich Bau des Kraftwerks Laufenburg,BibZug_TD_23_01451,"47.55741474526143, 8.050241799435774",https://n2t.net/ark:/63274/bz1bf3b,https://zentralgut.ch/content/BibZug_TD_23_01451/800/0/TD_23_01451.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_01451/pages/1/manifest
Überschwemmtes Tal,BibZug_TD_23_01241,,https://n2t.net/ark:/63274/bz1g758,https://zentralgut.ch/content/BibZug_TD_23_01241/800/0/TD_23_01241.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_01241/pages/1/manifest
Überschwemmter Platz in Luzern,BibZug_TD_23_02020,"47.0527496406, 8.30816863443",https://n2t.net/ark:/63274/bz1b465,https://zentralgut.ch/content/BibZug_TD_23_02020/800/0/TD_23_02020.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_02020/pages/1/manifest
Ein bewaldeter Bergabhang,BibZug_TD_23_00090,,https://n2t.net/ark:/63274/bz1qt8c,https://zentralgut.ch/content/BibZug_TD_23_00090/800/0/TD_23_00090.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00090/pages/1/manifest
Vermutlich der Pilatus,BibZug_TD_23_00091,,https://n2t.net/ark:/63274/bz1m16s,https://zentralgut.ch/content/BibZug_TD_23_00091/800/0/TD_23_00091.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00091/pages/1/manifest
Eine steile Bergflanke im Sommer,BibZug_TD_23_00092,,https://n2t.net/ark:/63274/bz1gb3k,https://zentralgut.ch/content/BibZug_TD_23_00092/800/0/TD_23_00092.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00092/pages/1/manifest
Ein unbekannter Berggipfel,BibZug_TD_23_00095,,https://n2t.net/ark:/63274/bz13171,https://zentralgut.ch/content/BibZug_TD_23_00095/800/0/TD_23_00095.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00095/pages/1/manifest
Verschneiter Berggipfel,BibZug_TD_23_00097,,https://n2t.net/ark:/63274/bz1tm9j,https://zentralgut.ch/content/BibZug_TD_23_00097/800/0/TD_23_00097.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00097/pages/1/manifest
Nordwand des Matterhorn,BibZug_TD_23_00098,"45.99792177770151, 7.681345046896182",https://n2t.net/ark:/63274/bz1pt7m,https://zentralgut.ch/content/BibZug_TD_23_00098/800/0/TD_23_00098.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00098/pages/1/manifest
Verschneiter Berggipfel,BibZug_TD_23_00101,,https://n2t.net/ark:/63274/bz1fb37,https://zentralgut.ch/content/BibZug_TD_23_00101/800/0/TD_23_00101.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00101/pages/1/manifest
Verschneiter Berggipfel,BibZug_TD_23_00102,,https://n2t.net/ark:/63274/bz19n01,https://zentralgut.ch/content/BibZug_TD_23_00102/800/0/TD_23_00102.jpg,https://zentralgut.ch/api/v1/records/BibZug_TD_23_00102/pages/1/manifest
